product_id,product_name,category_id,supplier_id,price,stock_quantity,is_returnable,rating
168,Reduced context-sensitive parallelism,4,59,18492.42,383,True,3.34
169,Total explicit task-force,12,14,33774.34,241,True,4.54
170,Stand-alone client-driven service-desk,18,42,45771.27,113,True,3.54
171,Balanced disintermediate projection,15,90,15179.29,209,True,1.18
172,Versatile hybrid open system,2,39,49796.78,59,True,4.55
173,Stand-alone system-worthy interface,5,50,22736.82,343,False,3.79
174,Programmable multi-tasking functionalities,18,54,29408.28,372,True,2.66
175,Compatible methodical standardization,4,63,30821.05,480,False,1.13
176,Managed contextually-based time-frame,12,28,22224.82,486,True,2.45
177,Distributed leadingedge monitoring,12,70,45094.64,330,True,2.59
178,Open-source eco-centric extranet,7,16,47455.64,421,True,3.65
179,Public-key analyzing hierarchy,20,3,2623.87,170,True,1.5
180,Vision-oriented dedicated projection,19,27,3523.65,391,True,3.35
181,Future-proofed responsive architecture,8,43,38740.99,403,False,1.01
182,Managed 24/7 architecture,5,17,27056.75,408,True,3.64
183,Progressive tertiary orchestration,1,17,841.53,404,True,3.36
184,Reverse-engineered national extranet,1,23,13341.84,64,True,3.1
185,Mandatory 3rdgeneration project,3,61,22468.93,185,True,1.44
186,Reactive systematic policy,17,29,47276.24,22,True,4.64
187,Vision-oriented leadingedge access,17,39,22956.32,493,True,4.99
188,Horizontal exuding data-warehouse,13,55,34336.27,251,True,2.77
189,Persevering uniform capability,3,42,30454.04,33,True,3.5
190,Assimilated mobile definition,19,71,35636.42,195,False,3.12
191,Multi-lateral scalable orchestration,15,65,30310.8,50,True,1.46
192,Extended client-driven superstructure,18,93,43288.07,220,True,1.91
193,Re-engineered analyzing methodology,11,59,19996.64,373,True,2.71
194,Quality-focused 3rdgeneration project,9,48,47684.27,351,False,1.27
195,Assimilated holistic definition,3,12,21650.64,381,True,4.25
196,Synergized eco-centric matrices,18,8,29364.61,287,True,3.68
197,Organic 5thgeneration customer loyalty,14,46,43693.01,481,True,4.47
198,Progressive next generation Graphical User Interface,2,37,30060.46,180,True,3.03
199,Up-sized systematic data-warehouse,5,85,24161.25,433,True,4.38
200,Reverse-engineered local Graphical User Interface,12,15,38154.02,293,True,2.72
201,Intuitive grid-enabled moratorium,18,99,40939.5,314,True,3.23
202,Customizable actuating Graphic Interface,20,85,41490.09,136,True,2.09
203,Front-line zero-defect software,10,44,17616.07,92,False,3.27
204,Synchronized local time-frame,13,9,7179.55,324,False,1.37
205,Versatile holistic time-frame,17,28,18872.1,232,True,2.48
206,Switchable high-level infrastructure,11,100,47076.23,305,True,1.21
207,Fundamental explicit analyzer,6,97,30930.13,345,True,2.77
208,Persistent discrete functionalities,14,63,30393.09,212,True,4.02
209,Monitored optimizing process improvement,4,45,21552.69,145,True,3.37
210,Multi-layered composite function,17,86,15490.13,112,True,3.4
211,Devolved uniform Internet solution,1,27,15140.83,108,True,4.06
212,User-centric static knowledge user,10,42,6087.22,254,True,1.7
213,Diverse system-worthy parallelism,13,69,35213.2,256,True,3.67
214,Multi-channeled empowering productivity,12,10,19913.85,379,True,1.07
215,Customer-focused user-facing focus group,3,41,28830.38,293,True,3.56
216,Fundamental web-enabled success,10,15,20311.11,494,True,4.21
217,Re-engineered clear-thinking process improvement,20,59,41618.09,470,True,2.75
218,Polarized explicit data-warehouse,4,32,21840.26,205,True,2.58
219,Seamless disintermediate attitude,10,96,17041.71,170,True,1.31
220,Exclusive executive initiative,4,68,25546.61,463,True,2.4
221,Multi-lateral discrete instruction set,5,31,5229.95,131,True,3.41
222,Assimilated needs-based hardware,3,23,47569.48,321,True,4.02
223,Versatile multi-state frame,19,58,34088.56,451,True,3.54
224,Robust attitude-oriented complexity,20,42,43225.92,321,True,2.76
225,Customer-focused tertiary database,16,57,31606.12,407,True,1.22
226,Front-line optimal analyzer,17,10,15589.35,231,True,2.47
227,Multi-lateral regional budgetary management,10,10,32268.86,500,False,3.46
228,Down-sized methodical migration,17,50,23189.31,283,False,3.96
229,Devolved logistical framework,2,58,45461.59,292,True,2.29
230,Progressive zero administration policy,16,65,7627.97,31,True,4.24
231,User-centric clear-thinking throughput,11,92,4308.02,330,True,1.99
232,Programmable interactive infrastructure,15,57,26251.02,312,True,2.49
233,Grass-roots even-keeled software,10,50,20497.59,173,True,1.21
234,User-centric static forecast,11,9,16551.57,285,True,2.14
235,Enhanced web-enabled paradigm,20,20,16734.77,298,True,4.67
236,Persistent human-resource Local Area Network,10,84,34954.15,200,True,3.84
237,Compatible actuating success,3,40,27990.21,329,True,4.25
238,Up-sized fault-tolerant forecast,17,12,32336.64,216,True,1.07
239,Multi-tiered directional infrastructure,10,24,47563.35,174,False,2.95
240,Ameliorated scalable utilization,8,18,7831.76,151,False,1.4
241,Right-sized intermediate project,18,95,44195.74,19,True,4.51
242,Intuitive client-server groupware,20,17,29902.6,78,True,4.33
243,Self-enabling discrete infrastructure,20,22,36087.03,22,True,3.71
244,Reactive dedicated software,8,57,30568.71,385,True,2.8
245,Innovative web-enabled attitude,18,31,15542.45,414,True,4.62
246,Robust encompassing application,7,48,33947.51,292,False,2.85
247,Reverse-engineered secondary moratorium,10,100,19155.43,270,True,1.65
248,Distributed content-based intranet,7,78,7006.09,128,True,2.92
249,Polarized empowering pricing structure,12,71,46721.25,364,False,4.4
250,Universal client-driven concept,10,11,38179.53,139,True,3.05
251,Sharable client-server portal,14,12,47326.02,113,False,4.54
252,De-engineered impactful infrastructure,1,54,2757.52,257,True,2.54
253,Horizontal 6thgeneration conglomeration,3,48,11304.48,163,False,4.36
254,Innovative coherent matrix,11,19,6966.22,146,False,2.89
255,Down-sized scalable challenge,5,98,35306.26,229,True,4.62
256,Re-contextualized 24hour open system,1,33,10861.17,76,True,3.91
257,Future-proofed solution-oriented encryption,17,55,5648.22,147,True,1.49
258,Cloned optimal groupware,8,54,31983.69,318,True,1.44
259,Assimilated national neural-net,16,77,26849.08,323,True,1.97
260,Sharable grid-enabled complexity,5,38,21519.02,314,True,3.28
261,Synergistic eco-centric database,6,86,33443.92,268,False,1.27
262,Monitored context-sensitive hub,17,70,25415.65,259,True,2.56
263,Ameliorated uniform Local Area Network,16,6,31819.97,191,True,1.06
264,Synchronized bottom-line budgetary management,3,45,12132.18,336,True,4.09
265,Profound grid-enabled portal,11,18,2312.35,279,True,3.57
266,Polarized impactful adapter,15,90,23978.71,93,False,1.25
267,Compatible client-server knowledge user,15,5,14742.78,22,True,4.54
268,Integrated interactive orchestration,11,40,25817.64,417,True,2.01
269,Managed 5thgeneration extranet,7,37,17913.01,399,True,3.62
270,Cross-group tertiary synergy,9,16,39987.19,223,False,3.97
271,Streamlined 4thgeneration contingency,13,44,48688.81,254,True,2.47
272,Integrated asynchronous strategy,17,35,40077.29,372,True,2.72
273,Future-proofed interactive throughput,6,70,14758.94,52,True,3.64
274,Vision-oriented incremental capacity,10,58,30170.82,218,True,2.78
275,Progressive didactic workforce,15,6,36368.04,466,True,4.99
276,Implemented demand-driven complexity,9,82,49003.36,485,True,3.68
277,Configurable scalable framework,13,47,25702.99,383,True,4.81
278,Configurable disintermediate adapter,5,78,33936.63,224,True,1.27
279,Innovative full-range infrastructure,12,47,19204.43,290,True,1.61
280,Multi-layered content-based emulation,15,48,18663.47,390,True,1.55
281,Extended client-server Local Area Network,12,51,15787.83,142,True,1.45
282,Secured exuding firmware,6,64,25935.49,467,True,2.05
283,Compatible needs-based groupware,9,91,22369.03,313,True,4.67
284,Operative human-resource attitude,16,26,6219.61,436,True,1.69
285,Implemented intermediate attitude,15,12,40544.61,495,False,2.28
286,Streamlined reciprocal product,12,91,3340.46,277,True,2.2
287,Intuitive value-added instruction set,6,92,35507.23,358,True,4.17
288,Seamless demand-driven solution,17,29,6155.99,102,True,1.95
289,Visionary heuristic contingency,16,4,18108.74,293,True,4.21
290,Extended coherent system engine,18,17,30636.22,44,True,2.59
291,Right-sized national strategy,16,68,20598.68,209,False,1.3
292,Reverse-engineered motivating synergy,11,83,3800.83,238,True,2.38
293,Synergized asynchronous moderator,18,82,29430.52,393,False,2.73
294,Cloned non-volatile archive,2,16,25953.3,155,True,2.29
295,Enterprise-wide tertiary time-frame,8,45,47379.41,265,False,4.38
296,Switchable clear-thinking open system,9,26,31789.35,282,True,3.5
297,Vision-oriented regional middleware,20,69,4762.08,328,True,4.77
298,Triple-buffered even-keeled project,5,22,32970.77,368,False,2.35
299,Optional didactic focus group,19,6,41279.29,14,True,4.79
300,Synergistic bifurcated Internet solution,19,34,32591.39,392,True,3.47
301,Configurable 24hour concept,1,64,44460.94,279,True,4.83
302,Assimilated even-keeled approach,16,32,40253.94,350,True,2.81
303,Re-engineered holistic capability,2,21,22036.31,247,True,2.36
304,Business-focused homogeneous initiative,5,41,43088.11,163,True,4.44
305,Cross-platform content-based leverage,13,17,38057.18,263,True,2.28
306,Phased system-worthy hub,15,16,13446.84,126,True,1.2
307,Seamless leadingedge structure,13,79,20964.92,492,False,1.64
308,Grass-roots encompassing infrastructure,11,74,36084.31,97,True,2.99
309,Total secondary core,17,60,24988.11,157,True,1.36
310,Multi-lateral composite hardware,13,65,22915.81,123,True,2.41
311,Horizontal optimal attitude,2,37,24795.22,451,False,3.69
312,Synergized well-modulated emulation,10,69,508.05,55,True,4.53
313,De-engineered exuding groupware,12,98,20222.38,23,True,3.28
314,User-centric heuristic utilization,7,47,27705.82,37,True,2.8
315,Cross-platform national core,18,36,41283.03,319,True,1.48
316,Mandatory coherent Internet solution,4,51,18722.6,173,True,2.46
317,Operative zero tolerance paradigm,5,26,30162.9,205,True,1.18
318,Monitored heuristic concept,5,92,16718.73,242,True,1.6
319,Multi-tiered system-worthy alliance,17,18,16465.5,313,True,2.57
320,Persevering bifurcated interface,20,95,42145.84,303,True,4.31
321,Customer-focused national hierarchy,18,63,35466.12,153,True,1.07
322,Cloned intermediate adapter,11,87,5569.27,213,True,4.19
323,Operative maximized access,1,77,23782.05,495,True,4.89
324,Distributed discrete orchestration,19,74,11454.41,26,True,1.68
325,Function-based object-oriented software,20,100,42074.24,75,False,1.97
326,Synergized value-added architecture,19,90,5583.79,9,True,2.68
327,Versatile solution-oriented customer loyalty,14,89,10274.19,256,True,4.68
328,Optimized fresh-thinking standardization,2,91,6990.32,106,True,4.99
329,Multi-lateral multi-state instruction set,16,68,18903.56,489,True,4.65
330,Diverse heuristic productivity,11,70,17778.92,395,False,3.72
331,Business-focused leadingedge intranet,9,79,24260.59,490,True,3.23
332,Synchronized zero tolerance process improvement,8,39,38581.6,360,True,3.82
333,Re-contextualized heuristic extranet,11,62,17505.28,478,False,3.89
334,Balanced tertiary database,10,16,28716.49,278,True,4.92
335,Re-contextualized dynamic forecast,12,99,40250.33,148,True,4.82
336,Devolved exuding throughput,3,45,46208.08,335,True,2.92
337,Future-proofed secondary contingency,7,69,13629.52,287,True,1.55
338,Fundamental intangible budgetary management,20,95,29382.84,124,True,4.62
339,Triple-buffered human-resource architecture,8,82,11718.54,51,True,3.87
340,Reduced optimizing customer loyalty,4,88,38561.23,2,False,4.91
341,Mandatory regional project,6,53,32679.35,450,False,2.91
342,Customer-focused contextually-based extranet,7,97,48199.31,164,True,1.24
343,Extended attitude-oriented structure,3,84,28749.25,273,True,4.4
344,Secured multimedia monitoring,2,23,20952.46,428,True,4.68
345,Triple-buffered system-worthy conglomeration,13,64,9396.95,383,False,4.7
346,Versatile encompassing firmware,2,2,14989.77,308,True,4.93
347,Virtual explicit infrastructure,10,59,49456.06,278,True,4.56
348,Cloned logistical approach,5,65,23454.24,98,False,2.32
349,Reactive object-oriented adapter,15,83,12937.52,95,True,2.35
350,Ergonomic user-facing adapter,10,73,33752.62,98,True,4.42
351,Mandatory mobile knowledge user,13,55,25812.5,44,True,1.38
352,Quality-focused stable moratorium,5,62,16247.72,127,True,2.53
353,Devolved bi-directional synergy,15,97,13423.02,168,True,3.89
354,Stand-alone analyzing Graphic Interface,1,34,32718.8,354,True,3.67
355,Organized systemic artificial intelligence,15,40,8069.87,351,True,4.58
356,Polarized neutral info-mediaries,10,89,5959.05,469,False,2.47
357,Operative incremental array,8,29,47872.29,244,True,3.99
358,Intuitive background data-warehouse,20,48,20850.7,281,False,4.03
359,Team-oriented systematic benchmark,7,98,12448.52,386,True,4.15
360,Ergonomic motivating open system,17,58,26455.84,185,True,3.26
361,Innovative secondary encryption,2,71,45154.12,103,True,1.6
362,Versatile didactic collaboration,11,67,22147.84,348,True,3.33
363,Switchable bottom-line synergy,3,66,22329.59,28,True,3.05
364,Profit-focused upward-trending moratorium,15,73,2981.07,236,True,2.23
365,Balanced value-added circuit,1,51,12797.42,1,True,3.31
366,Grass-roots modular installation,2,55,17291.99,32,True,1.24
367,Multi-tiered bifurcated methodology,3,61,1683.57,209,True,1.54
368,Virtual explicit database,14,48,49643.54,195,True,4.67
369,Open-architected bi-directional protocol,13,49,4104.47,493,True,3.16
370,Multi-lateral cohesive functionalities,12,16,9005.83,275,True,1.51
371,Progressive multi-tasking matrix,8,1,37833.35,500,True,3.69
372,Automated directional productivity,18,55,26643.49,421,True,2.84
373,Profit-focused scalable Local Area Network,5,36,9505.17,448,True,1.45
374,Synchronized tangible Graphic Interface,14,79,38326.07,452,False,1.96
375,Managed tertiary Graphical User Interface,3,13,29737.81,228,True,3.81
376,Optional bi-directional contingency,2,32,37053.0,205,True,3.16
377,Down-sized zero administration hardware,2,18,25244.4,148,True,4.67
378,Virtual web-enabled encoding,19,41,28915.99,395,True,2.28
379,Front-line didactic capability,10,19,49286.21,266,True,2.2
380,Adaptive tertiary adapter,2,72,47431.16,450,True,1.7
381,Total coherent focus group,14,72,24831.48,497,True,3.57
382,Managed didactic system engine,13,68,16004.85,213,True,2.2
383,Centralized asymmetric firmware,6,97,26942.62,123,False,2.2
384,Visionary 3rdgeneration protocol,5,60,45745.58,287,True,2.67
385,Grass-roots web-enabled functionalities,17,18,19482.11,130,True,3.59
386,Cross-platform 24hour array,15,48,4713.95,370,False,1.21
387,Ameliorated incremental ability,13,87,30287.98,20,False,1.75
388,Centralized incremental software,19,93,33605.38,111,True,4.48
389,Operative hybrid framework,11,39,47855.29,7,True,1.76
390,Persistent regional policy,4,96,49978.64,245,False,3.78
391,Intuitive responsive architecture,7,51,45764.81,282,True,2.13
392,Advanced logistical attitude,15,69,32471.19,157,True,3.05
393,Implemented tertiary interface,16,60,5020.55,369,True,4.36
394,Public-key scalable process improvement,7,48,15714.81,23,True,1.89
395,Open-source heuristic array,5,3,13112.63,478,True,3.88
396,Future-proofed mobile flexibility,10,20,9889.97,117,True,4.33
397,Open-source encompassing model,16,71,32764.94,350,True,4.05
398,Public-key full-range flexibility,16,93,32120.55,251,True,3.93
399,Ameliorated optimal extranet,12,22,7083.93,279,True,4.67
400,Optional multi-tasking artificial intelligence,18,83,47866.12,268,True,4.39
401,Grass-roots zero-defect installation,2,98,418.55,70,False,1.93
402,Switchable intangible synergy,5,2,11014.11,233,True,3.47
403,Vision-oriented dedicated artificial intelligence,20,62,32998.29,8,True,3.21
404,Object-based bi-directional help-desk,1,3,26517.94,140,True,2.15
405,Upgradable next generation project,17,90,33734.24,412,False,1.72
406,Expanded national forecast,4,68,7529.98,98,True,2.01
407,Ergonomic client-driven hierarchy,12,35,39767.32,40,True,2.62
408,Open-source methodical complexity,19,32,49512.63,115,True,4.31
409,Decentralized radical Local Area Network,3,84,49584.57,332,True,1.37
410,Ameliorated neutral collaboration,13,49,27679.8,28,True,3.81
411,Organic zero-defect hardware,3,64,42281.96,330,True,3.26
412,Versatile national service-desk,4,68,45965.7,117,True,4.47
413,Switchable motivating projection,19,61,13627.64,473,True,4.7
414,Object-based well-modulated algorithm,18,73,32939.65,91,False,2.26
415,Synergized system-worthy moratorium,7,76,7295.16,420,True,2.59
416,Vision-oriented maximized benchmark,3,39,8206.27,123,True,4.4
417,Sharable scalable service-desk,18,43,19253.93,378,True,4.95
418,Organized mobile open system,3,65,37298.28,177,True,2.75
419,Synergistic foreground help-desk,3,44,30297.92,314,False,2.59
420,Balanced object-oriented methodology,11,4,31742.74,401,False,2.96
421,Front-line motivating protocol,12,71,47063.03,221,True,3.34
422,Open-source static superstructure,13,11,38631.15,151,True,3.85
423,Cross-platform asymmetric process improvement,3,35,7795.63,364,True,1.62
424,Cloned regional extranet,13,41,18098.94,46,True,2.23
425,Synergistic zero-defect access,12,98,13561.35,67,True,2.72
426,Business-focused grid-enabled benchmark,18,72,25670.8,52,True,2.42
427,Realigned didactic artificial intelligence,3,77,29942.39,166,False,1.05
428,Open-source neutral Internet solution,14,50,38980.54,371,False,4.62
429,Open-architected foreground circuit,8,74,26103.12,350,True,1.56
430,Total intangible encoding,10,35,24706.88,32,True,2.1
431,Persistent foreground methodology,10,62,39155.06,184,True,1.99
432,Organic responsive system engine,16,77,30871.77,234,True,2.22
433,Integrated zero administration installation,13,43,42096.51,194,False,2.32
434,Profound solution-oriented artificial intelligence,11,56,40792.23,440,True,3.38
435,Quality-focused responsive initiative,10,42,30200.24,355,True,2.26
436,Reactive optimal matrices,13,41,14643.26,355,True,4.87
437,Customizable optimizing conglomeration,8,42,18865.16,418,True,2.46
438,De-engineered user-facing application,19,26,29652.13,279,True,4.07
