payment_id,order_id,payment_date,payment_mode,payment_status,amount
180,180,2026-02-02 03:57:49.085299,COD,Success,275659.53
181,181,2024-11-02 05:25:09.360169,Net Banking,Success,200747.83000000002
182,182,2024-11-08 16:01:38.856936,Net Banking,Success,1953.75
183,183,2026-04-02 13:43:18.364670,Debit Card,Success,49390.33
184,184,2025-01-13 18:34:45.554507,Debit Card,Success,40892.15
185,185,2025-02-24 15:10:10.039010,Debit Card,Success,81239.47
186,186,2024-11-03 05:47:23.613216,Debit Card,Failed,12670.77
187,187,2023-11-02 10:46:36.856439,Net Banking,Success,69555.42
188,188,2026-03-24 04:33:17.289745,COD,Success,286854.22
189,189,2024-10-17 16:42:49.970024,Credit Card,Pending,25026.56
190,190,2026-05-24 10:54:27.745276,COD,Success,39529.36
191,191,2026-05-12 11:36:56.957892,UPI,Success,35213.2
192,192,2025-09-29 18:34:52.497947,UPI,Success,10735.61
193,193,2025-08-12 22:51:40.865327,Credit Card,Success,176428.18
194,194,2024-10-20 18:54:35.187581,UPI,Success,116308.41
195,195,2026-05-21 15:19:34.415429,COD,Success,42070.45
196,196,2026-04-05 03:38:37.895450,Debit Card,Success,194945.19
197,197,2025-12-10 15:06:13.182778,COD,Success,203918.73
198,198,2023-12-19 18:26:54.133777,Debit Card,Success,99089.76000000001
199,199,2025-04-21 12:09:45.396145,COD,Success,156754.59000000003
200,200,2025-07-07 06:30:06.204294,UPI,Success,64147.68
201,201,2026-04-08 08:40:36.750185,Net Banking,Failed,62497.44
202,202,2025-07-25 10:44:08.870501,UPI,Success,52553.56
203,203,2026-06-13 01:19:09.023480,Credit Card,Pending,173327.05
204,204,2025-12-06 08:41:48.726965,Credit Card,Success,67226.88
205,205,2025-12-14 18:11:36.133797,Credit Card,Success,197365.86000000002
206,206,2024-06-06 11:18:29.049305,Debit Card,Success,155357.37
207,207,2026-05-31 22:11:26.207498,Debit Card,Success,264569.26
208,208,2025-10-25 09:21:33.472458,Credit Card,Success,175362.75
209,209,2025-11-16 06:55:04.965007,Credit Card,Success,65996.58
210,210,2026-03-22 00:50:51.667652,COD,Success,61531.829999999994
211,211,2026-05-20 20:22:05.261315,Credit Card,Success,16498.22
212,212,2025-12-27 13:55:15.121693,Credit Card,Success,104149.22
213,213,2026-06-27 00:07:23.768024,COD,Success,211420.05
214,214,2026-03-24 02:35:14.270923,Debit Card,Success,280664.31
215,215,2026-02-22 18:29:01.053729,UPI,Success,247970.37
216,216,2026-05-13 05:10:12.894304,Debit Card,Success,72374.75
217,217,2025-01-08 12:09:02.004049,COD,Success,158438.52
218,218,2026-03-08 15:07:17.607075,Debit Card,Success,61918.81
219,219,2026-04-19 14:05:54.252597,Net Banking,Success,283079.72
220,220,2026-06-26 03:04:27.130462,UPI,Success,78698.44
221,221,2025-05-30 02:37:09.429067,Net Banking,Success,185734.09999999998
222,222,2024-12-05 10:58:36.466360,UPI,Success,195925.38
223,223,2026-06-25 04:22:20.304049,Debit Card,Success,288086.04
224,224,2025-04-04 20:38:03.584402,COD,Success,327488.35
225,225,2025-05-28 03:24:34.593650,Credit Card,Success,230746.76
226,226,2025-09-16 09:16:37.753127,Net Banking,Success,71359.89
227,227,2025-07-02 13:40:08.831179,COD,Success,52211.67
228,228,2026-01-09 18:49:28.729763,COD,Success,199004.1
229,229,2026-06-09 05:21:32.120124,UPI,Pending,6155.99
230,230,2025-01-25 16:22:37.572284,UPI,Success,118128.20000000001
231,231,2026-05-12 09:31:06.648628,Credit Card,Success,254824.71000000002
232,232,2025-11-06 23:34:41.421166,Net Banking,Success,432586.94999999995
233,233,2025-09-09 21:08:47.939131,COD,Success,15205.51
234,234,2025-10-07 09:23:08.250096,COD,Success,19282.75
235,235,2025-11-09 12:44:13.193204,Net Banking,Success,245040.74999999997
236,236,2025-11-29 04:35:04.501400,Net Banking,Pending,125509.65
237,237,2026-01-14 23:13:38.104148,UPI,Success,107997.18
238,238,2026-06-19 10:18:20.670519,UPI,Success,248370.68
239,239,2025-08-14 23:49:16.778203,Debit Card,Success,48908.47
240,240,2025-03-07 20:12:15.776577,Debit Card,Success,255030.38
241,241,2024-11-14 11:48:05.290319,UPI,Success,121523.79000000001
242,242,2024-06-15 04:45:40.688246,Credit Card,Success,63520.82
243,243,2026-03-26 22:47:49.117500,Net Banking,Success,63461.94
244,244,2026-03-24 16:20:45.492054,Credit Card,Success,236940.8
245,245,2026-03-14 09:00:57.413627,Credit Card,Success,346646.01
246,246,2025-11-21 03:45:36.439529,Net Banking,Success,75715.22
247,247,2026-06-17 04:31:11.639911,UPI,Success,151908.59
248,248,2026-04-21 05:05:34.628421,Debit Card,Success,241660.12
249,249,2025-09-23 00:56:00.762540,Debit Card,Success,196909.16999999998
250,250,2025-11-07 10:46:56.868609,Debit Card,Success,129926.95000000001
251,251,2026-05-22 14:49:46.136767,Net Banking,Success,117226.16
252,252,2026-02-17 11:10:47.212120,Net Banking,Success,88238.89
253,253,2026-06-02 11:10:50.733959,COD,Success,49814.92
254,254,2026-02-22 21:18:20.472972,Credit Card,Success,47823.200000000004
255,255,2026-02-13 08:45:41.211872,Credit Card,Success,163228.23
256,256,2025-11-23 14:44:20.586354,Credit Card,Success,143945.13999999998
257,257,2026-05-17 18:43:01.033840,Net Banking,Success,274051.48
258,258,2026-03-27 06:39:57.236304,UPI,Success,173165.34999999998
259,259,2025-12-11 19:04:25.366560,COD,Success,321816.07
260,260,2024-09-16 00:24:43.575629,Debit Card,Success,206491.6
261,261,2024-04-16 16:43:24.455617,Net Banking,Success,30946.6
262,262,2026-06-12 11:02:46.792720,UPI,Success,360266.78
263,263,2026-01-01 02:08:05.924304,COD,Success,69924.59
264,264,2025-11-10 15:28:28.889441,Credit Card,Failed,243873.7
265,265,2026-06-09 16:03:17.428987,Credit Card,Success,70569.46
266,266,2024-09-24 14:06:24.929910,COD,Success,87719.69
267,267,2026-03-09 15:18:26.993387,COD,Success,373313.91
268,268,2026-01-13 13:29:57.201830,Debit Card,Success,479780.55
269,269,2026-05-08 14:23:25.258333,Debit Card,Success,204875.58000000002
270,270,2026-03-09 18:44:07.482184,Net Banking,Success,179149.52999999997
271,271,2025-05-22 13:50:51.162508,UPI,Success,173361.55
272,272,2026-05-10 21:33:42.751572,Net Banking,Success,290953.12
273,273,2025-12-10 15:08:25.052390,Net Banking,Success,50890.43
274,274,2025-11-22 02:52:01.776184,UPI,Success,98186.78
275,275,2025-06-08 15:48:44.775968,Credit Card,Success,316682.26
276,276,2024-03-23 17:37:38.344616,Debit Card,Success,231149.2
277,277,2024-08-29 12:36:51.386458,COD,Success,62448.600000000006
278,278,2025-06-15 18:16:00.441851,Credit Card,Success,109977.05
279,279,2025-01-23 20:54:58.528674,COD,Success,152247.33
280,280,2025-11-22 11:34:28.481757,UPI,Success,298402.81
281,281,2026-04-06 07:10:27.854875,Debit Card,Success,205275.12999999998
282,282,2025-06-06 23:28:58.377941,Net Banking,Success,252305.94
283,283,2025-10-06 06:59:40.080917,COD,Success,257164.85
284,284,2025-06-16 22:51:30.754589,COD,Success,251888.66999999998
285,285,2026-03-22 21:10:45.088882,Net Banking,Failed,111002.01
286,286,2026-05-15 11:46:30.330765,Debit Card,Success,145361.52
287,287,2025-09-22 00:49:36.398422,UPI,Success,78012.4
288,288,2024-12-23 12:56:15.691223,UPI,Success,24839.53
289,289,2025-05-08 18:08:02.572003,UPI,Success,151895.15999999997
290,290,2026-04-23 19:46:11.199500,UPI,Success,38211.7
291,291,2025-06-15 21:55:15.203684,Net Banking,Success,152704.35
292,292,2025-11-01 16:52:24.239938,Net Banking,Pending,77343.6
293,293,2026-01-18 16:10:51.262146,Credit Card,Success,124016.10999999999
294,294,2025-11-25 05:21:13.479959,Credit Card,Success,324067.05000000005
295,295,2024-08-03 13:14:29.505602,Debit Card,Success,382953.70999999996
296,296,2024-08-30 22:52:52.583254,Net Banking,Success,170874.44999999998
297,297,2026-06-21 20:19:22.008813,Debit Card,Success,237892.53
298,298,2025-04-04 21:16:31.888586,Credit Card,Success,5139.42
299,299,2026-03-24 19:29:42.702837,COD,Success,187982.55
300,300,2026-03-06 23:25:44.421484,UPI,Success,91314.54
301,301,2025-06-22 06:53:51.461163,COD,Success,334235.74
302,302,2025-08-07 00:54:22.953891,COD,Success,405794.05
303,303,2026-04-08 14:24:36.924999,COD,Success,117497.53000000001
304,304,2024-02-29 16:39:56.466560,COD,Success,77402.84
305,305,2025-02-09 18:50:21.939317,UPI,Success,251877.47999999998
306,306,2026-06-24 12:06:52.044561,Net Banking,Failed,137891.63999999998
307,307,2026-01-08 21:21:15.379219,UPI,Success,130061.31
308,308,2025-02-10 15:18:28.923618,Credit Card,Success,304962.61
309,309,2026-05-07 15:20:53.356249,COD,Success,25975.0
310,310,2025-09-22 14:28:52.375658,Debit Card,Success,116384.38
311,311,2024-09-20 19:02:45.012965,Net Banking,Success,131093.74
312,312,2026-03-06 16:02:13.981127,Net Banking,Success,81279.68000000001
313,313,2026-03-18 09:24:41.662643,Net Banking,Success,57831.98
314,314,2025-02-01 13:49:42.649292,Credit Card,Success,33925.76
315,315,2024-03-02 20:52:40.146503,Credit Card,Success,274249.89999999997
316,316,2026-05-13 03:30:21.317144,Debit Card,Success,130147.59999999999
317,317,2025-07-15 07:12:44.272319,Net Banking,Success,220455.96000000002
318,318,2025-04-08 18:25:16.216211,Credit Card,Success,170655.40999999997
319,319,2026-05-02 02:17:14.738724,UPI,Success,57593.08
320,320,2025-06-19 14:42:46.734846,Debit Card,Failed,129438.16
321,321,2026-01-25 23:35:42.274544,Net Banking,Success,230670.75
322,322,2025-12-11 13:50:54.551137,Debit Card,Success,96623.71999999999
323,323,2026-05-04 01:32:49.571729,Credit Card,Success,72640.59
324,324,2025-10-21 18:22:07.547492,COD,Success,186422.79
325,325,2025-11-12 10:19:42.709715,UPI,Success,134941.72
326,326,2025-06-10 17:52:09.906395,Net Banking,Success,159238.84000000003
327,327,2025-08-03 05:34:51.467643,Debit Card,Success,135478.63
328,328,2026-02-01 09:18:17.366479,Net Banking,Success,236242.6
329,329,2025-07-17 08:07:05.242063,Net Banking,Success,127661.31
330,330,2026-04-11 19:31:36.724130,Credit Card,Success,95049.6
331,331,2026-05-23 07:58:44.623812,Debit Card,Success,186841.11999999997
332,332,2026-01-20 17:20:16.765046,UPI,Success,292341.27
333,333,2025-12-31 21:35:57.628965,Debit Card,Success,91869.78
334,334,2025-11-21 22:25:46.304072,UPI,Success,298297.45
335,335,2026-04-27 15:29:27.238105,Net Banking,Success,46825.9
336,336,2025-12-06 10:46:53.528189,Net Banking,Success,288344.58999999997
337,337,2026-04-30 05:03:06.715196,Net Banking,Success,27990.21
338,338,2025-05-30 16:13:18.930068,Net Banking,Success,278375.16000000003
339,339,2026-03-30 04:34:07.128645,Net Banking,Success,117909.65000000001
340,340,2026-06-23 17:07:06.336672,Debit Card,Success,262237.11
341,341,2025-11-29 04:43:32.611549,Credit Card,Success,110966.58
342,342,2026-06-08 12:56:35.116842,COD,Success,92563.56
343,343,2025-03-21 19:19:28.281215,Credit Card,Success,28962.87
344,344,2024-09-23 10:00:52.208305,Credit Card,Success,191644.4
345,345,2026-02-15 00:16:37.314886,UPI,Success,40583.61
346,346,2025-03-10 10:20:02.679477,COD,Success,153911.06
347,347,2026-03-27 09:36:54.753572,COD,Success,76713.54000000001
348,348,2025-02-10 17:38:01.784173,Net Banking,Success,105048.01000000001
349,349,2026-03-15 19:33:50.857490,COD,Success,252217.63999999998
350,350,2025-03-18 10:56:55.585860,Debit Card,Failed,284649.30000000005
351,351,2026-05-02 14:34:11.256962,Net Banking,Success,180181.97
352,352,2026-06-17 09:35:08.632716,Net Banking,Success,154112.19
353,353,2024-07-30 21:35:14.467074,Debit Card,Success,91464.5
354,354,2025-10-31 18:23:29.647618,Net Banking,Success,204884.15
355,355,2025-12-04 01:41:20.183685,Debit Card,Success,98657.54000000001
356,356,2025-12-15 11:20:03.529389,Debit Card,Success,194569.44
357,357,2026-03-14 13:51:25.345625,COD,Success,292266.60000000003
358,358,2026-06-04 20:49:46.073897,COD,Success,157773.72
359,359,2025-06-01 05:24:17.027533,Net Banking,Success,29890.53
360,360,2024-12-10 21:06:58.136161,Debit Card,Success,224712.7
361,361,2026-01-12 12:15:37.306702,Credit Card,Success,325068.44
362,362,2025-12-10 01:44:34.985442,UPI,Success,19010.76
363,363,2026-05-14 04:07:59.643105,UPI,Success,82009.29
364,364,2024-08-07 01:10:56.966978,Debit Card,Success,257557.69
365,365,2026-05-08 13:03:00.769896,Net Banking,Success,347792.93
366,366,2026-05-04 17:55:26.457154,Credit Card,Failed,72587.88
367,367,2025-10-29 01:30:49.157449,UPI,Success,251428.68000000002
368,368,2025-05-04 18:28:20.126212,UPI,Success,179262.65
369,369,2026-03-22 15:44:24.792799,Net Banking,Success,139799.85
370,370,2024-03-10 09:29:10.127524,Credit Card,Success,103082.88
371,371,2025-05-08 00:07:14.570500,Debit Card,Success,218687.37
372,372,2026-06-23 16:25:29.554768,Debit Card,Success,85810.38
373,373,2024-03-10 23:41:11.610603,Net Banking,Pending,204219.56
374,374,2025-10-28 06:10:00.469530,Debit Card,Success,176725.57
375,375,2026-06-09 10:44:17.433286,COD,Success,166185.68999999997
376,376,2025-09-26 20:30:53.410281,Net Banking,Success,182005.01
377,377,2025-08-19 04:29:53.903545,Credit Card,Success,388607.01
378,378,2025-04-26 22:58:20.508067,Debit Card,Success,19197.78
379,379,2026-04-18 12:12:01.794274,UPI,Success,209183.51
380,380,2023-11-26 03:22:30.467590,Debit Card,Success,386242.35
381,381,2026-03-29 20:04:17.823241,Credit Card,Success,37743.24
382,382,2024-08-27 09:10:48.804889,Net Banking,Success,17834.02
383,383,2026-04-13 09:42:03.965953,UPI,Success,155673.88
384,384,2025-11-09 06:47:47.178806,COD,Success,29828.57
385,385,2026-06-15 00:52:48.430025,COD,Success,165050.56
386,386,2025-09-24 16:05:06.517161,Debit Card,Failed,4713.95
387,387,2026-04-25 02:59:48.298985,Debit Card,Pending,268937.16000000003
388,388,2026-05-14 16:10:07.851840,Credit Card,Failed,138018.15000000002
389,389,2026-03-11 16:06:30.741156,COD,Success,185454.62
390,390,2026-01-21 04:38:15.340487,UPI,Success,168349.8
391,391,2025-03-01 15:00:03.246957,UPI,Success,189831.62
392,392,2026-01-27 15:43:08.208504,Debit Card,Success,57544.0
393,393,2025-02-13 22:40:29.786632,UPI,Success,45493.38
394,394,2025-12-10 19:45:42.555714,Debit Card,Success,101410.35
395,395,2024-12-12 11:46:43.691709,Net Banking,Success,63501.58
396,396,2025-09-07 19:38:51.577116,UPI,Success,41517.740000000005
397,397,2026-05-09 19:52:41.301586,Net Banking,Success,112973.05
398,398,2026-04-12 17:08:50.652127,Credit Card,Success,136864.52
399,399,2026-05-25 04:15:34.948321,Net Banking,Failed,172661.88999999998
400,400,2025-06-09 08:39:46.337698,Net Banking,Pending,203664.12
401,401,2025-06-03 22:56:54.182068,UPI,Success,144191.86
402,402,2024-12-31 00:58:33.781711,Debit Card,Success,250553.71
403,403,2026-02-18 12:02:53.598500,UPI,Success,241291.46000000002
404,404,2026-06-09 04:35:32.639951,Credit Card,Success,119453.19
405,405,2026-04-14 10:41:50.406965,UPI,Success,234850.78999999998
406,406,2026-04-30 12:12:15.834218,UPI,Success,46588.7
407,407,2026-06-19 20:32:11.477817,UPI,Success,105513.76999999999
408,408,2026-06-24 03:32:11.007586,Net Banking,Success,126119.95999999999
409,409,2025-04-15 00:38:35.463151,COD,Success,141803.16
410,410,2025-04-30 04:37:06.550684,COD,Pending,525.84
411,411,2025-01-06 02:53:21.412218,UPI,Success,242779.96999999997
412,412,2026-02-07 02:53:48.389003,COD,Success,277550.81999999995
